accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,phase_offset,n_observations,n_positive,n_negative
0.75,0.5,0.75,1.0,0.8571428571428571,1.0,0.46922428739125244,0.15155719819933378,0.75,27,8,6,2
0.625,0.5,0.625,1.0,0.7692307692307693,0.6666666666666667,0.653589035841132,0.22760520475157725,0.625,28,8,5,3
0.625,0.5,0.625,1.0,0.7692307692307693,0.7333333333333334,0.6682446881598236,0.2349734884198046,0.625,29,8,5,3
0.625,0.5,0.625,1.0,0.7692307692307693,0.6666666666666667,0.661843619820656,0.23298936412899965,0.625,30,8,5,3
0.625,0.5,0.625,1.0,0.7692307692307693,0.7333333333333334,0.6663686683014037,0.23471250920307452,0.625,31,8,5,3
0.625,0.5,0.625,1.0,0.7692307692307693,0.7333333333333334,0.6637567736010564,0.2344399693941828,0.625,32,8,5,3
0.875,0.5,0.875,1.0,0.9333333333333333,0.42857142857142855,0.42343829905669955,0.1258300964884858,0.875,33,8,7,1
0.75,0.5,0.75,1.0,0.8571428571428571,0.5,0.5981811702641644,0.20141316385055003,0.75,34,8,6,2
0.875,0.5,0.875,1.0,0.9333333333333333,0.7142857142857143,0.416298456914155,0.12348525716387546,0.875,35,8,7,1
0.875,0.5,0.875,1.0,0.9333333333333333,0.7142857142857143,0.42706877461842385,0.12732438771269317,0.875,36,8,7,1
0.75,0.5,0.75,1.0,0.8571428571428571,0.6666666666666666,0.6217315300661459,0.21173554193031724,0.75,37,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.6666666666666666,0.610478324512955,0.20724374696019826,0.75,38,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.6666666666666666,0.589594654350277,0.19873919120417938,0.75,39,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.5833333333333333,0.5839763623340649,0.19697710057599757,0.75,40,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.5833333333333333,0.5690386375413672,0.1908313191622031,0.75,41,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.75,0.5315591123336576,0.17570770184866363,0.75,42,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.75,0.5106525264953199,0.16701756040984006,0.75,43,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.75,0.5147294698911594,0.16839977518951738,0.75,44,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.5,0.5072440876867557,0.1634270076153556,0.75,45,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.5833333333333334,0.5305487710262388,0.17422684357607476,0.75,46,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.5833333333333334,0.5580166055232547,0.18597361993902947,0.75,47,8,6,2
0.625,0.5,0.625,1.0,0.7692307692307693,0.5333333333333334,0.6848686031379154,0.24374260713799112,0.625,48,8,5,3
0.625,0.5,0.625,1.0,0.7692307692307693,0.7333333333333334,0.6632167659304633,0.235019605127123,0.625,49,8,5,3
0.625,0.5,0.625,1.0,0.7692307692307693,0.8666666666666667,0.6679973954244602,0.23820791819217813,0.625,50,8,5,3
0.625,0.5,0.625,1.0,0.7692307692307693,0.8,0.6836259711569322,0.24445062602520073,0.625,51,8,5,3
0.5,0.5,0.5,1.0,0.6666666666666666,0.625,0.8485790698047085,0.3168846601935367,0.5,52,8,4,4
0.5,0.5,0.5,1.0,0.6666666666666666,0.6875,0.8519797031605654,0.3179015599984757,0.5,53,8,4,4
0.625,0.5,0.625,1.0,0.7692307692307693,0.7333333333333334,0.6746417968260272,0.2408904490694015,0.625,54,8,5,3
0.625,0.5,0.625,1.0,0.7692307692307693,0.8,0.6905442693351436,0.24741172577789555,0.625,55,8,5,3
0.625,0.5,0.625,1.0,0.7692307692307693,0.8666666666666667,0.666511341498366,0.23843830413147543,0.625,56,8,5,3
