accuracy,balanced_accuracy,precision,recall,f1,roc_auc,log_loss,brier,positive_rate,phase_offset,n_observations,n_positive,n_negative
0.75,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.47999456355508036,0.15379446631470675,0.875,15,8,7,1
0.75,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.49994370434320345,0.16197168755422353,0.875,16,8,7,1
0.75,0.5,0.75,1.0,0.8571428571428571,0.5833333333333333,0.5636738308945288,0.19182685305700314,0.75,17,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.5833333333333333,0.5603680954010867,0.19084772215422544,0.75,18,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.6666666666666666,0.5333309251597441,0.17845012722849163,0.75,19,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.6666666666666666,0.5240264282993069,0.17479773706705126,0.75,20,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.8333333333333334,0.4977992751032785,0.16128927263617293,0.75,21,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.8333333333333334,0.4880886965301604,0.15750644186890372,0.75,22,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.75,0.504848202852984,0.16532795649535578,0.75,23,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.9166666666666667,0.48763758377743405,0.15775835132298466,0.75,24,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,1.0,0.47698741964576064,0.1524909274517451,0.75,25,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.9166666666666667,0.47904796517991166,0.15349243114858185,0.75,26,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.9166666666666667,0.4972127190560045,0.16137653329241114,0.75,27,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,1.0,0.44857815555559916,0.13902270678602716,0.75,28,8,6,2
0.625,0.5,0.625,1.0,0.7692307692307693,0.8,0.5779681036564062,0.19935933216161275,0.625,29,8,5,3
0.75,0.5,0.75,1.0,0.8571428571428571,1.0,0.44888878240878405,0.1390915748283267,0.75,30,8,6,2
0.625,0.5,0.625,1.0,0.7692307692307693,0.8666666666666667,0.5773580980569621,0.19972942494732143,0.625,31,8,5,3
0.625,0.5,0.625,1.0,0.7692307692307693,0.9333333333333333,0.5358162622295104,0.17998173313935625,0.625,32,8,5,3
0.75,0.5,0.75,1.0,0.8571428571428571,0.9166666666666667,0.4600069288978018,0.1438695335631514,0.75,33,8,6,2
0.875,0.5,0.875,1.0,0.9333333333333333,0.5714285714285714,0.44521629341801405,0.13594016385236496,0.875,34,8,7,1
0.875,0.5,0.875,1.0,0.9333333333333333,1.0,0.4306555036857795,0.1275062939679102,0.875,35,8,7,1
0.875,0.5,0.875,1.0,0.9333333333333333,1.0,0.446850198627634,0.13470689170961242,0.875,36,8,7,1
1.0,1.0,1.0,1.0,1.0,1.0,0.4411089416411876,0.13123117948624435,0.875,37,8,7,1
1.0,1.0,1.0,1.0,1.0,1.0,0.4400837001273992,0.13088294084443874,0.875,38,8,7,1
0.75,0.5,0.75,1.0,0.8571428571428571,0.75,0.5340129605666486,0.17598068272472284,0.75,39,8,6,2
0.625,0.4166666666666667,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.6666666666666666,0.5171194184036955,0.16847921207368557,0.75,40,8,6,2
0.625,0.4166666666666667,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.6666666666666666,0.5293707985424122,0.17451409488441946,0.75,41,8,6,2
0.875,0.75,0.8571428571428571,1.0,0.9230769230769231,0.8333333333333333,0.5133363934242197,0.16603962844949657,0.75,42,8,6,2
0.75,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9166666666666667,0.4985286111122137,0.15915473423875381,0.75,43,8,6,2
1.0,1.0,1.0,1.0,1.0,1.0,0.4350781807685263,0.12817010745807683,0.75,44,8,6,2
0.875,0.75,0.8571428571428571,1.0,0.9230769230769231,1.0,0.4508699475895217,0.1361614921512966,0.75,45,8,6,2
1.0,1.0,1.0,1.0,1.0,1.0,0.45365102937578633,0.13725241243693193,0.75,46,8,6,2
0.625,0.4166666666666667,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.75,0.5227372642306988,0.17126328977605842,0.75,47,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.8333333333333333,0.5252874264473062,0.1720900556154361,0.75,48,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.6666666666666667,0.5395037711394316,0.1794928662227061,0.75,49,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,0.75,0.5381261846876872,0.17790559073493661,0.75,50,8,6,2
0.625,0.625,0.5714285714285714,1.0,0.7272727272727273,0.9375,0.5935075332320627,0.20588025108530086,0.5,51,8,4,4
0.5,0.5,0.5,1.0,0.6666666666666666,0.9375,0.6102791402893748,0.21585901248575112,0.5,52,8,4,4
0.5,0.5,0.5,1.0,0.6666666666666666,0.9375,0.5720232465379315,0.19729884194350278,0.5,53,8,4,4
0.5,0.5,0.5,1.0,0.6666666666666666,0.9375,0.5862934512668361,0.20393254746239328,0.5,54,8,4,4
0.625,0.5,0.625,1.0,0.7692307692307693,0.8,0.5783760017504702,0.19759094846070446,0.625,55,8,5,3
0.75,0.5,0.75,1.0,0.8571428571428571,1.0,0.4375497465078009,0.13270742439137306,0.75,56,8,6,2
0.75,0.5,0.75,1.0,0.8571428571428571,1.0,0.42571919622629495,0.12790561314399762,0.75,57,8,6,2
